"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","pair","pair_validity","trial_validity","pair_trials_per_block","pair_best_choice","reward_type","correct_response","stim_left","stim_right","stim_best_choice","subjectkey","src_subject_id","site","interview_date","interview_age","sex","trial","block","accuracy","stim_feedback","stim_set","reward_set","reward_tally"
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","84","87664","0.0-0.0-0.28","","","","","","","","","","","","","","","","","","","","","","","",""
"861.0000000335276","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","48","html-keyboard-response","85","88530","0.0-0.0-1.28","training","cd","0.8","valid","10","c","win:stay","48","Field11.bmp","Field14.bmp","Field14.bmp","GUID","0","00","10/09/2020","","","29","1","1","winwin.bmp","A","money","11"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field11.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #808080;'src='stim/a/Field14.bmp'>","null","html-keyboard-response","86","89537","0.0-0.0-2.28","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","87","90552","0.0-0.0-0.29","","","","","","","","","","","","","","","","","","","","","","","",""
"996.999999973923","<img src='stim/a/Field5.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field3.bmp'>","48","html-keyboard-response","88","91555","0.0-0.0-1.29","training","ab","0.9","valid","10","a","win:stay","48","Field5.bmp","Field3.bmp","Field3.bmp","GUID","0","00","10/09/2020","","","30","1","1","winwin.bmp","A","money","12"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field5.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #808080;'src='stim/a/Field3.bmp'>","null","html-keyboard-response","89","92562","0.0-0.0-2.29","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","90","93572","0.0-0.0-0.30","","","","","","","","","","","","","","","","","","","","","","","",""
"938.9999997802079","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","48","html-keyboard-response","91","94515","0.0-0.0-1.30","training","ef","0.9","valid","10","e","avoid:lose","48","Field12.bmp","Field9.bmp","Field9.bmp","GUID","0","00","10/09/2020","","","31","1","1","keep_money.png","A","money","12"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field12.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/a/Field9.bmp'>","null","html-keyboard-response","92","95519","0.0-0.0-2.30","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","93","96524","0.0-0.0-0.31","","","","","","","","","","","","","","","","","","","","","","","",""
"981.0000001452863","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","94","97507","0.0-0.0-1.31","training","gh","0.8","valid","10","g","avoid:lose","49","Field15.bmp","Field16.bmp","Field15.bmp","GUID","0","00","10/09/2020","","","32","1","1","keep_money.png","A","money","12"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","95","98511","0.0-0.0-2.31","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","96","99514","0.0-0.0-0.32","","","","","","","","","","","","","","","","","","","","","","","",""
"822.0000001601875","<img src='stim/a/Field5.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field3.bmp'>","49","html-keyboard-response","97","100348","0.0-0.0-1.32","training","ab","0.9","invalid","10","a","win:stay","48","Field5.bmp","Field3.bmp","Field3.bmp","GUID","0","00","10/09/2020","","","33","1","0","winwin.bmp","A","money","13"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field5.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field3.bmp'>","null","html-keyboard-response","98","101355","0.0-0.0-2.32","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","99","102359","0.0-0.0-0.33","","","","","","","","","","","","","","","","","","","","","","","",""
"969.0000000409782","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","48","html-keyboard-response","100","103336","0.0-0.0-1.33","training","gh","0.8","valid","10","g","avoid:lose","48","Field15.bmp","Field16.bmp","Field15.bmp","GUID","0","00","10/09/2020","","","34","1","1","keep_money.png","A","money","13"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field16.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/a/Field15.bmp'>","null","html-keyboard-response","101","104343","0.0-0.0-2.33","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","102","105349","0.0-0.0-0.34","","","","","","","","","","","","","","","","","","","","","","","",""
"924.9999998137355","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","49","html-keyboard-response","103","106278","0.0-0.0-1.34","training","cd","0.8","valid","10","c","win:stay","49","Field14.bmp","Field11.bmp","Field14.bmp","GUID","0","00","10/09/2020","","","35","1","1","winwin.bmp","A","money","14"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field14.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field11.bmp'>","null","html-keyboard-response","104","107283","0.0-0.0-2.34","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","105","108287","0.0-0.0-0.35","","","","","","","","","","","","","","","","","","","","","","","",""
"763.9999999664724","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","48","html-keyboard-response","106","109057","0.0-0.0-1.35","training","ef","0.9","valid","10","e","avoid:lose","48","Field12.bmp","Field9.bmp","Field9.bmp","GUID","0","00","10/09/2020","","","36","1","1","keep_money.png","A","money","14"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field12.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/a/Field9.bmp'>","null","html-keyboard-response","107","110071","0.0-0.0-2.35","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","108","111074","0.0-0.0-0.36","","","","","","","","","","","","","","","","","","","","","","","",""
"733.9999997057021","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","109","111815","0.0-0.0-1.36","training","ef","0.9","valid","10","e","avoid:lose","49","Field9.bmp","Field12.bmp","Field9.bmp","GUID","0","00","10/09/2020","","","37","1","1","keep_money.png","A","money","14"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","110","112821","0.0-0.0-2.36","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","111","113823","0.0-0.0-0.37","","","","","","","","","","","","","","","","","","","","","","","",""
"754.0000001899898","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","48","html-keyboard-response","112","114580","0.0-0.0-1.37","training","cd","0.8","invalid","10","c","win:stay","48","Field11.bmp","Field14.bmp","Field14.bmp","GUID","0","00","10/09/2020","","","38","1","1","not_winner.png","A","money","14"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field11.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/a/Field14.bmp'>","null","html-keyboard-response","113","115587","0.0-0.0-2.37","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","114","116590","0.0-0.0-0.38","","","","","","","","","","","","","","","","","","","","","","","",""
"748.9999998360872","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","48","html-keyboard-response","115","117342","0.0-0.0-1.38","training","gh","0.8","valid","10","g","avoid:lose","49","Field15.bmp","Field16.bmp","Field15.bmp","GUID","0","00","10/09/2020","","","39","1","0","loselose.bmp","A","money","13"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field15.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/a/Field16.bmp'>","null","html-keyboard-response","116","118347","0.0-0.0-2.38","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","117","119354","0.0-0.0-0.39","","","","","","","","","","","","","","","","","","","","","","","",""
"843.0000003427267","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","118","120200","0.0-0.0-1.39","training","ab","0.9","valid","10","a","win:stay","49","Field3.bmp","Field5.bmp","Field3.bmp","GUID","0","00","10/09/2020","","","40","1","1","winwin.bmp","A","money","14"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","119","121205","0.0-0.0-2.39","","","","","","","","","","","","","","","","","","","","","","","",""
"1370.0000001117587","<p>Thank you.</p>","32","html-keyboard-response","120","123077","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","",""
