"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","pair","pair_validity","trial_validity","pair_trials_per_block","pair_best_choice","reward_type","correct_response","stim_left","stim_right","stim_best_choice","subjectkey","src_subject_id","interview_date","interview_age","sex","handedness","trial","block","accuracy","reward_tally","stim_feedback","stim_set","reward_set"
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","10","5131","0.0-7.0-0.1","","","","","","","","","","","","","","","","","","","","","","","",""
"123.43500000042695","<img src='stim/b/wheat_with_farmhouse.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/Trees_with_flowers.jpg'>","48","html-keyboard-response","11","5260","0.0-7.0-1.1","practice","ef","1","valid","6","e","avoid:lose","48","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","Trees_with_flowers.jpg","GUID","11222222","11/11/2020","12","F","right","-2","1","1","0.05","keep_money.png","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/wheat_with_farmhouse.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/b/Trees_with_flowers.jpg'>","null","html-keyboard-response","12","6270","0.0-7.0-2.1","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","13","7275","0.0-7.0-0.2","","","","","","","","","","","","","","","","","","","","","","","",""
"161.44500000064","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","48","html-keyboard-response","14","7442","0.0-7.0-1.2","practice","ef","1","valid","6","e","avoid:lose","49","Trees_with_flowers.jpg","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","GUID","11222222","11/11/2020","12","F","right","-3","1","0","0","loselose.bmp","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","15","8449","0.0-7.0-2.2","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","16","9454","0.0-7.0-0.3","","","","","","","","","","","","","","","","","","","","","","","",""
"269.95999999962805","<img src='stim/b/closeWater_pines_mountains.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/African_landscape.jpg'>","48","html-keyboard-response","17","9729","0.0-7.0-1.3","practice","ab","1","valid","6","a","win:stay","48","closeWater_pines_mountains.jpg","African_landscape.jpg","African_landscape.jpg","GUID","11222222","11/11/2020","12","F","right","-4","1","1","0.05","winwin.bmp","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/closeWater_pines_mountains.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/winwin.bmp'><img style='border: 5px solid #808080;'src='stim/b/African_landscape.jpg'>","null","html-keyboard-response","18","10738","0.0-7.0-2.3","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","19","11745","0.0-7.0-0.4","","","","","","","","","","","","","","","","","","","","","","","",""
"251.78500000038184","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","48","html-keyboard-response","20","12001","0.0-7.0-1.4","practice","ef","1","valid","6","e","avoid:lose","49","Trees_with_flowers.jpg","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","GUID","11222222","11/11/2020","12","F","right","-5","1","0","0","loselose.bmp","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","21","13010","0.0-7.0-2.4","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","22","14016","0.0-7.0-0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"220.38999999949738","<img src='stim/b/African_landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/closeWater_pines_mountains.jpg'>","48","html-keyboard-response","23","14243","0.0-7.0-1.5","practice","ab","1","valid","6","a","win:stay","49","African_landscape.jpg","closeWater_pines_mountains.jpg","African_landscape.jpg","GUID","11222222","11/11/2020","12","F","right","-6","1","0","0","not_winner.png","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/African_landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/b/closeWater_pines_mountains.jpg'>","null","html-keyboard-response","24","15249","0.0-7.0-2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","25","16257","0.0-7.0-0.6","","","","","","","","","","","","","","","","","","","","","","","",""
"275.9649999998146","<img src='stim/b/wheat_with_farmhouse.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/Trees_with_flowers.jpg'>","48","html-keyboard-response","26","16538","0.0-7.0-1.6","practice","ef","1","valid","6","e","avoid:lose","48","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","Trees_with_flowers.jpg","GUID","11222222","11/11/2020","12","F","right","-7","1","1","0","keep_money.png","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/wheat_with_farmhouse.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/b/Trees_with_flowers.jpg'>","null","html-keyboard-response","27","17542","0.0-7.0-2.6","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","28","18546","0.0-7.0-0.7","","","","","","","","","","","","","","","","","","","","","","","",""
"193.85500000043976","<img src='stim/b/African_landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/closeWater_pines_mountains.jpg'>","48","html-keyboard-response","29","18745","0.0-7.0-1.7","practice","ab","1","valid","6","a","win:stay","49","African_landscape.jpg","closeWater_pines_mountains.jpg","African_landscape.jpg","GUID","11222222","11/11/2020","12","F","right","-8","1","0","0","not_winner.png","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/African_landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/b/closeWater_pines_mountains.jpg'>","null","html-keyboard-response","30","19749","0.0-7.0-2.7","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","31","20757","0.0-7.0-0.8","","","","","","","","","","","","","","","","","","","","","","","",""
"302.61999999947875","<img src='stim/b/wheat_with_farmhouse.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/Trees_with_flowers.jpg'>","48","html-keyboard-response","32","21066","0.0-7.0-1.8","practice","ef","1","valid","6","e","avoid:lose","48","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","Trees_with_flowers.jpg","GUID","11222222","11/11/2020","12","F","right","-9","1","1","0","keep_money.png","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/wheat_with_farmhouse.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/b/Trees_with_flowers.jpg'>","null","html-keyboard-response","33","22070","0.0-7.0-2.8","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","34","23075","0.0-7.0-0.9","","","","","","","","","","","","","","","","","","","","","","","",""
"462.9899999999907","<img src='stim/b/African_landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/closeWater_pines_mountains.jpg'>","48","html-keyboard-response","35","23544","0.0-7.0-1.9","practice","ab","1","valid","6","a","win:stay","49","African_landscape.jpg","closeWater_pines_mountains.jpg","African_landscape.jpg","GUID","11222222","11/11/2020","12","F","right","-10","1","0","0","not_winner.png","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/African_landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/b/closeWater_pines_mountains.jpg'>","null","html-keyboard-response","36","24549","0.0-7.0-2.9","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","37","25557","0.0-7.0-0.10","","","","","","","","","","","","","","","","","","","","","","","",""
"231.87500000040018","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","48","html-keyboard-response","38","25794","0.0-7.0-1.10","practice","ef","1","valid","6","e","avoid:lose","49","Trees_with_flowers.jpg","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","GUID","11222222","11/11/2020","12","F","right","-11","1","0","-0.05","loselose.bmp","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","39","26799","0.0-7.0-2.10","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","40","27806","0.0-7.0-0.11","","","","","","","","","","","","","","","","","","","","","","","",""
"336.19499999986147","<img src='stim/b/closeWater_pines_mountains.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/African_landscape.jpg'>","48","html-keyboard-response","41","28148","0.0-7.0-1.11","practice","ab","1","valid","6","a","win:stay","48","closeWater_pines_mountains.jpg","African_landscape.jpg","African_landscape.jpg","GUID","11222222","11/11/2020","12","F","right","-12","1","1","0","winwin.bmp","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/closeWater_pines_mountains.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/winwin.bmp'><img style='border: 5px solid #808080;'src='stim/b/African_landscape.jpg'>","null","html-keyboard-response","42","29150","0.0-7.0-2.11","","","","","","","","","","","","","","","","","","","","","","","",""
"1621.4650000001711","<p>Great!</p> <p>Press the spacebar to continue.</p>","32","html-keyboard-response","43","31278","0.0-8.0","","","","","","","","","","","","","","","","","","","","","","","",""
"410.4849999994258","<p>Now you will see some more pictures.</p><p>Do as before by pressing the 1 to choose the picture on the left, and pressing the 0 to choose the picture on the right.</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","44","31690","0.0-9.0","","","","","","","","","","","","","","","","","","","","","","","",""
"513.039999999819","<h3 style=""color:red;"">For the picture pairs where you can win money:</h3><p>You will not win every time you choose the ""best"" picture;</p><p>However, one picture gets rewarded much more often than the other picture.</p><h3 style=""color:red;"">For the picture pairs where the best you can do is keep your money:</h3><p>You will not be able to keep your money every time you choose the ""best"" picture;</p><p>However, one picture allows you to keep your money much more often than the other picture.</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","45","32204","0.0-10.0","","","","","","","","","","","","","","","","","","","","","","","",""
"569.32500000039","<p>There is no ABSOLUTE right answer for any pair of pictures, but some pictures have a higher chance of either winning you some money or preventing you from losing money.</p><p>Try to pick the picture that you think is best.<p><p>Once you decide which picture in a pair of pictures is better, stick with it for the rest of the experiment (unless you determine that you were initially wrong about the selection).</p><p>Press the spacebar when you are ready to begin.</p>","32","html-keyboard-response","46","32775","0.0-11.0","","","","","","","","","","","","","","","","","","","","","","","",""
"947.8150000004462","<p>Great!</p> <p>Press the spacebar to continue.</p>","32","html-keyboard-response","47","33724","0.0-12.0","","","","","","","","","","","","","","","","","","","","","","","",""
"527.4699999999939","<p>It's time to test what you've learned!</p><p>During this block of trials you will not be shown whether the object you choose wins money.</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","48","34252","0.0-13.0","","","","","","","","","","","","","","","","","","","","","","","",""
"507.7450000007957","<p>If you see new combinations of objects in this next block,</p><p>please choose the object that ""feels"" like more of a winner based on what you have learned during the previous blocks.</p><p>If you're not sure which object to pick, just go with your gut instinct!</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","49","34761","0.0-14.0","","","","","","","","","","","","","","","","","","","","","","","",""
"877.0500000000538","<p>Press the spacebar when you are ready to begin.</p>","32","html-keyboard-response","50","35639","0.0-15.0","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<p>Data saving...</p><div class=""sk-cube-grid""><div class=""sk-cube sk-cube1""></div><div class=""sk-cube sk-cube2""></div><div class=""sk-cube sk-cube3""></div><div class=""sk-cube sk-cube4""></div><div class=""sk-cube sk-cube5""></div><div class=""sk-cube sk-cube6""></div><div class=""sk-cube sk-cube7""></div><div class=""sk-cube sk-cube8""></div><div class=""sk-cube sk-cube9""></div></div><p>Do not close this window until the text dissapears.</p>","null","html-keyboard-response","51","40642","0.0-16.0","","","","","","","","","","","","","","","","","","","","","","","",""
